ZIPcode,TaxRateArea_CITY,AIN,RollYear,TaxRateArea,AssessorID,PropertyLocation,PropertyType,PropertyUseCode,GeneralUseType,SpecificUseType,SpecificUseDetail1,SpecificUseDetail2,totBuildingDataLines,YearBuilt,EffectiveYearBuilt,SQFTmain,Bedrooms,Bathrooms,Units,RecordingDate,LandValue,LandBaseYear,ImprovementValue,ImpBaseYear,TotalLandImpValue,HomeownersExemption,RealEstateExemption,FixtureValue,FixtureExemption,PersonalPropertyValue,PersonalPropertyExemption,isTaxableParcel?,TotalValue,TotalExemption,netTaxableValue,SpecialParcelClassification,AdministrativeRegion,Cluster,ParcelBoundaryDescription,HouseNo,HouseFraction,StreetDirection,StreetName,UnitNo,City,ZIPcode5,rowID,CENTER_LAT,CENTER_LON,Location 1
91505-2913,BURBANK    ,2480010005,2016,2530,2480-010-005,3606 W MAGNOLIA BLVD  BURBANK CA  91505,C/I,2700,Commercial,Parking Lot (Commercial Use Property),Lots - Patron or Employee,One Story,1,1948,1948,0,0,0,0,19790102,20067.0,1979,1313.0,1979,21380.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,21380.0,0.0,21380.0, ,24,24632,TRACT # 7897 NW 25 FT OF LOT   10,3606, ,W,MAGNOLIA BLVD, ,BURBANK CA,91505.0,20162480010005,34.16762139,-118.34601821,"MAGNOLIA BLVD
(34.16762139, -118.34601821)"
91505-2913,BURBANK    ,2480010006,2016,2530,2480-010-006,3614 W MAGNOLIA BLVD  BURBANK CA  91505,C/I,2700,Commercial,Parking Lot (Commercial Use Property),Lots - Patron or Employee,One Story,1,1948,1948,0,0,0,0,20041207,235493.0,2005,5883.0,2005,241376.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,241376.0,0.0,241376.0, ,24,24632,TRACT # 7897 SE 25 FT OF LOT   10,3614, ,W,MAGNOLIA BLVD, ,BURBANK CA,91505.0,20162480010006,34.16755838,-118.34598871,"MAGNOLIA BLVD
(34.16755838, -118.34598871)"
91505-2926,BURBANK    ,2480010010,2016,2530,2480-010-010,931 N CORDOVA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1927,1950,2246,3,2,1,20111227,382186.0,2012,254436.0,2012,636622.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,636622.0,7000.0,629622.0, ,3,3183,TRACT # 7897 LOT 12 AND NW 3 FT OF LOT   14,931, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480010010,34.16745575,-118.34594089,"CORDOVA ST
(34.16745575, -118.34594089)"
91505-2926,BURBANK    ,2480010011,2016,2530,2480-010-011,927 N CORDOVA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1939,1953,1688,3,2,1,20031212,406070.0,2004,174063.0,2004,580133.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,580133.0,7000.0,573133.0, ,3,3183,TRACT # 7897 SE 47 FT OF LOT   14,927, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480010011,34.1673304,-118.34588116,"CORDOVA ST
(34.16733040, -118.34588116)"
91505-2926,BURBANK    ,2480010013,2016,2530,2480-010-013,923 N CORDOVA ST  BURBANK CA  91505,R-I,0300,Residential,Three Units (Any Combination),4 Stories or Less, ,2,1926,1965,2935,7,5,3,19981230,25865.0,1975,61698.0,1975,87563.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,87563.0,0.0,87563.0, ,3,3414,TRACT # 7897 LOT   16,923, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480010013,34.16721157,-118.34582386,"CORDOVA ST
(34.16721157, -118.34582386)"
91505-2815,BURBANK    ,2480010014,2016,2530,2480-010-014,920 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,1100,Commercial,Store, ,One Story,1,1954,1954,1250,0,0,1,20081001,22550.0,1975,17371.0,1975,39921.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,39921.0,0.0,39921.0, ,24,24632,TRACT # 7897 NW 25 FT EX OF ALLEY OF LOT   17,920, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480010014,34.16697047,-118.34620528,"HOLLYWOOD WAY
(34.16697047, -118.34620528)"
91505-2926,BURBANK    ,2480010016,2016,2530,2480-010-016,921 N CORDOVA ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,2,1940,1964,1674,4,2,2,20131227,403740.0,2003,24463.0,2003,428203.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,428203.0,0.0,428203.0, ,3,3414,TRACT # 7897 LOT   18,921, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480010016,34.16708288,-118.34576111,"CORDOVA ST
(34.16708288, -118.34576111)"
91505-2815,BURBANK    ,2480010018,2016,2530,2480-010-018,914 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,1700,Commercial,Office Building, ,One Story,1,1936,1940,1268,0,0,0,20111104,286480.0,2012,63661.0,2012,350141.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,350141.0,0.0,350141.0, ,24,24632,TRACT # 7897 SE 25 FT EX OF ALLEY OF LOT   19,914, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480010018,34.16677891,-118.34611107,"HOLLYWOOD WAY
(34.16677891, -118.34611107)"
91505-2926,BURBANK    ,2480010019,2016,2530,2480-010-019,915 N CORDOVA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1926,1930,3075,3,2,1,20041028,520567.0,2005,255394.0,2005,775961.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,775961.0,7000.0,768961.0, ,3,3183,TRACT # 7897 LOT   20,915, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480010019,34.16695456,-118.34569965,"CORDOVA ST
(34.16695456, -118.34569965)"
91505-2815,BURBANK    ,2480010020,2016,2530,2480-010-020,912 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,1900,Commercial,Professional Building, ,One Story,1,1955,1955,4899,0,0,0,20030324,622742.0,2003,305863.0,2003,928605.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,928605.0,0.0,928605.0, ,24,24632,TRACT # 7897 EX OF ALLEY LOT   21,912, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480010020,34.16668356,-118.34606585,"HOLLYWOOD WAY
(34.16668356, -118.34606585)"
91505-2926,BURBANK    ,2480010021,2016,2530,2480-010-021,911 N CORDOVA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1940,1942,1527,2,2,1,20140214,523565.0,2014,137104.0,2014,660669.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,660669.0,7000.0,653669.0, ,3,3183,TRACT # 7897 LOT   22,911, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480010021,34.16682756,-118.34563759,"CORDOVA ST
(34.16682756, -118.34563759)"
91505-2926,BURBANK    ,2480010022,2016,2530,2480-010-022,907 N CORDOVA ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,2,1926,1940,1639,3,2,2,20130819,435959.0,2014,146010.0,2014,581969.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,581969.0,0.0,581969.0, ,3,3414,TRACT # 7897 LOT   24,907, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480010022,34.16670066,-118.34557723,"CORDOVA ST
(34.16670066, -118.34557723)"
91505-2815,BURBANK    ,2480010023,2016,2530,2480-010-023,904 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,1100,Commercial,Store, ,One Story,1,1954,1954,8000,0,0,0,19980529,485582.0,1998,391162.0,1998,876744.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,876744.0,0.0,876744.0, ,24,24632,TRACT NO 7897   (EX OF ST AND ALLEY) LOTS 23 AND LOT   25,904, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480010023,34.16649989,-118.34595474,"HOLLYWOOD WAY
(34.16649989, -118.34595474)"
91505-2926,BURBANK    ,2480010024,2016,2530,2480-010-024,905 N CORDOVA ST  BURBANK CA  91505,SFR,0104,Residential,Single Family Residence, ,Therapy Pool (Spa),1,1940,1965,2721,4,3,1,20140314,518801.0,2014,402822.0,2014,921623.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,921623.0,7000.0,914623.0, ,3,3183,TRACT # 7897 LOT   26,905, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480010024,34.16657501,-118.34551596,"CORDOVA ST
(34.16657501, -118.34551596)"
91505-2813,BURBANK    ,2480010025,2016,2530,2480-010-025,898 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,1210,Commercial,Store Combination,Store and Residential Combination,One Story,2,1938,1950,1640,2,2,2,19870710,49914.0,1979,64844.0,1979,114758.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,114758.0,0.0,114758.0, ,24,24632,TRACT # 7897 NW 25 FT EX OF ALLEY OF LOT   27,898, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480010025,34.16633193,-118.34589817,"HOLLYWOOD WAY
(34.16633193, -118.34589817)"
91505-2924,BURBANK    ,2480010027,2016,2530,2480-010-027,853 N CORDOVA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1926,1926,1464,3,2,1,20130620,492863.0,2013,146880.0,2013,639743.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,639743.0,0.0,639743.0, ,3,3183,TRACT # 7897 LOT   28,853, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480010027,34.16644826,-118.34545432,"CORDOVA ST
(34.16644826, -118.34545432)"
91505-2913,BURBANK    ,2480010028,2016,2530,2480-010-028,3612 W MAGNOLIA BLVD  BURBANK CA  91505,C/I,3502,Industrial,"Motion Picture, Radio and Television Industry",Studio,Two Stories,1,1948,1955,20040,0,0,0,20050629,1766243.0,2005,1766243.0,2005,3532486.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,3532486.0,0.0,3532486.0, ,24,24831,*TR=7897 *NE 20 FT (EX OF ST) OF LOT 4 AND (EX OF ST) LOTS 5 AND 6 AND SW 10 FT (EX OF ST) OF LOT    7,3612, ,W,MAGNOLIA BLVD, ,BURBANK CA,91505.0,20162480010028,34.16779009,-118.34627198,"MAGNOLIA BLVD
(34.16779009, -118.34627198)"
91505-2913,BURBANK    ,2480010030,2016,2530,2480-010-030,3606 W MAGNOLIA BLVD  BURBANK CA  91505,C/I,3500,Industrial,"Motion Picture, Radio and Television Industry",Studio,One Story,1,1948,1948,7560,0,0,3,19790102,153231.0,1979,222805.0,1979,376036.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,376036.0,0.0,376036.0, ,24,24831,TR=7897 NE 15 FT EX OF ST LOT 7 AND EX OF ST LOT 8,3606, ,W,MAGNOLIA BLVD, ,BURBANK CA,91505.0,20162480010030,34.16786543,-118.34603852,"MAGNOLIA BLVD
(34.16786543, -118.34603852)"
91505-2815,BURBANK    ,2480010031,2016,2530,2480-010-031,934 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,2700,Commercial,Parking Lot (Commercial Use Property),Lots - Patron or Employee,One Story,1,1951,1951,0,0,0,0,20041207,423895.0,2005,11771.0,2005,435666.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,435666.0,0.0,435666.0, ,24,24632,TR=7897 EX OF ST AND ALLEY LOT 9,934, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480010031,34.16745032,-118.34641856,"HOLLYWOOD WAY
(34.16745032, -118.34641856)"
91505-2913,BURBANK    ,2480010032,2016,2530,2480-010-032,3614 W MAGNOLIA BLVD  BURBANK CA  91505,C/I,2700,Commercial,Parking Lot (Commercial Use Property),Lots - Patron or Employee,One Story,1,1951,1951,0,0,0,0,20041207,423895.0,2005,11771.0,2005,435666.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,435666.0,0.0,435666.0, ,24,24632,TR=7897 EX OF ST AND ALLEY LOT 11,3614, ,W,MAGNOLIA BLVD, ,BURBANK CA,91505.0,20162480010032,34.16732424,-118.34635690000002,"MAGNOLIA BLVD
(34.16732424, -118.34635690)"
 ,LOS ANGELES,2563031002,2016,13,2563-031-002,,VAC,010V,Residential,Single Family Residence, ,Vacant Land,0,0,0,0,0,0,0,20130131,23549.0,2010,0.0,2010,23549.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,23549.0,0.0,23549.0, ,3,3176,TRACT NO 8958 LOT    2,0, , , , , ,,20162563031002,34.24871674,-118.29344707,"(34.24871674, -118.29344707)"
91505-2913,BURBANK    ,2480010033,2016,2530,2480-010-033,3606 W MAGNOLIA BLVD  BURBANK CA  91505,C/I,2700,Commercial,Parking Lot (Commercial Use Property),Lots - Patron or Employee,One Story,1,1948,1948,0,0,0,0,20041207,211946.0,2005,5883.0,2005,217829.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,217829.0,0.0,217829.0, ,24,24632,TR=7897 NW 25 FT EX OF ST AND ALLEY OF LOT 13,3606, ,W,MAGNOLIA BLVD, ,BURBANK CA,91505.0,20162480010033,34.16722925,-118.34631189999999,"MAGNOLIA BLVD
(34.16722925, -118.34631190)"
91505-2815,BURBANK    ,2480010900,2016,2530,2480-010-900,926 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,2700,Commercial,Parking Lot (Commercial Use Property),Lots - Patron or Employee,One Story,0,0,0,0,0,0,0,19880824,0.0,1988,0.0,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,Public (non-taxable government-owned),24,24632,TR=7897 S 1/2 EX OF ST AND ALLEY OF LOT 3,926, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480010900,34.16716567,-118.34628599,"HOLLYWOOD WAY
(34.16716567, -118.34628599)"
 ,BURBANK    ,2480010901,2016,2530,2480-010-901,,C/I,2700,Commercial,Parking Lot (Commercial Use Property),Lots - Patron or Employee,One Story,0,0,0,0,0,0,0,19900522,0.0,1990,0.0,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,Public (non-taxable government-owned),24,24632,TR=7897 EX OF ALLEY  LOT 15,0, , , , , ,,20162480010901,34.1670676,-118.34625035,"(34.16706760, -118.34625035)"
91505-2815,BURBANK    ,2480010902,2016,2530,2480-010-902,918 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,0,1947,2400,0,0,0,19900522,0.0,1990,0.0,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,Public (non-taxable government-owned),24,24632,TR=7897 SE 25 FT EX OF ALLEY OF LOT 17,918, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480010902,34.16690536,-118.34617296,"HOLLYWOOD WAY
(34.16690536, -118.34617296)"
91505-2815,BURBANK    ,2480010903,2016,2530,2480-010-903,916 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,0,1955,0,0,0,0,19900522,0.0,1990,0.0,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,Public (non-taxable government-owned),24,24632,TR=7897 NW 25 FT EX OF ALLEY OF LOT 19,916, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480010903,34.16684164,-118.34614289,"HOLLYWOOD WAY
(34.16684164, -118.34614289)"
91505-2813,BURBANK    ,2480011002,2016,2530,2480-011-002,848 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,1900,Commercial,Professional Building, ,One Story,1,1947,1947,1613,0,0,0,20000619,168780.0,2000,97367.0,2000,266147.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,266147.0,0.0,266147.0, ,24,24632,TRACT # 7897 SE 25 FT EX OF ALLEY OF LOT   29,848, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480011002,34.16614109,-118.34580382,"HOLLYWOOD WAY
(34.16614109, -118.34580382)"
91505-2924,BURBANK    ,2480011003,2016,2530,2480-011-003,851 N CORDOVA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1939,1939,959,2,1,1,20111019,318311.0,2012,79577.0,2012,397888.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,397888.0,0.0,397888.0, ,3,3183,TRACT # 7897 LOT   30,851, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480011003,34.16631967,-118.34539325,"CORDOVA ST
(34.16631967, -118.34539325)"
91505-2924,BURBANK    ,2480011006,2016,2530,2480-011-006,845 N CORDOVA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1926,1980,1791,4,2,1,20000316,286670.0,2000,129196.0,2000,415866.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,415866.0,7000.0,408866.0, ,3,3183,TRACT NO 7897   LOT 32 AND NW 25 FT OF LOT   34,845, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480011006,34.16615833,-118.34531546,"CORDOVA ST
(34.16615833, -118.34531546)"
91505-2813,BURBANK    ,2480011007,2016,2530,2480-011-007,840 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,1700,Commercial,Office Building, ,One Story,1,1985,1985,6486,0,0,0,20130719,1050031.0,2014,700020.0,2014,1750051.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1750051.0,0.0,1750051.0, ,24,24632,TRACT NO 7897 SE 25 FT EX OF ALLEY OF LOT 33 AND EX OF ALLEY LOT   35,840, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480011007,34.16582277,-118.34565004,"HOLLYWOOD WAY
(34.16582277, -118.34565004)"
91505-2924,BURBANK    ,2480011008,2016,2530,2480-011-008,837 N CORDOVA ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,2,1926,1950,1742,3,2,2,20130719,415248.0,2014,279593.0,2014,694841.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,694841.0,0.0,694841.0, ,3,3414,TRACT NO 7897   SE 25 FT OF LOT 34 AND ALL OF LOT   36,837, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480011008,34.16596728,-118.34522181,"CORDOVA ST
(34.16596728, -118.34522181)"
91505-2829,BURBANK    ,2480011009,2016,2530,2480-011-009,832 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,1210,Commercial,Store Combination,Store and Residential Combination,One Story,1,1945,1945,675,0,0,4,20020326,158145.0,1981,132508.0,1981,290653.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,290653.0,0.0,290653.0, ,24,24632,TRACT # 7897 EX OF ALLEY LOT   37,832, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480011009,34.16566333,-118.34557486,"HOLLYWOOD WAY
(34.16566333, -118.34557486)"
91505-2924,BURBANK    ,2480011010,2016,2530,2480-011-010,833 N CORDOVA ST  BURBANK CA  91505,R-I,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,2,1937,1963,3066,5,4,4,20100818,679061.0,2007,451574.0,2007,1130635.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1130635.0,0.0,1130635.0, ,3,3414,TRACT # 7897 LOT   38,833, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480011010,34.16580791,-118.34514341,"CORDOVA ST
(34.16580791, -118.34514341)"
91505-2831,BURBANK    ,2480011011,2016,2530,2480-011-011,828 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,1700,Commercial,Office Building, ,One Story,1,1983,1983,5140,0,0,1,19991103,259665.0,2000,649172.0,2000,908837.0,0.0,0.0,8540.0,0.0,57728.0,0.0,Y,975105.0,0.0,975105.0, ,24,24632,TRACT # 7897 EX OF ALLEY LOT   39,828, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480011011,34.16553668,-118.34551162,"HOLLYWOOD WAY
(34.16553668, -118.34551162)"
91505-2924,BURBANK    ,2480011012,2016,2530,2480-011-012,829 N CORDOVA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1926,1926,1072,2,1,1,20060607,31038.0,1975,20474.0,1975,51512.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,51512.0,7000.0,44512.0, ,3,3183,TRACT # 7897 LOT   40,829, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480011012,34.165679,-118.34508354,"CORDOVA ST
(34.16567900, -118.34508354)"
91505-2831,BURBANK    ,2480011013,2016,2530,2480-011-013,826 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,1100,Commercial,Store, ,One Story,1,1963,1963,1625,0,0,1,20151217,163336.0,2004,207774.0,2004,371110.0,0.0,0.0,2000.0,0.0,27000.0,0.0,Y,400110.0,0.0,400110.0, ,24,24632,TRACT # 7897 NW 25 FT EX OF ALLEY OF LOT   41,826, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480011013,34.16544071,-118.34546471,"HOLLYWOOD WAY
(34.16544071, -118.34546471)"
91505-2924,BURBANK    ,2480011014,2016,2530,2480-011-014,825 N CORDOVA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1938,1958,1328,3,2,1,20130104,160137.0,1997,112517.0,1997,272654.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,272654.0,0.0,272654.0, ,3,3183,TRACT # 7897 LOT   42,825, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480011014,34.16555244,-118.34502102,"CORDOVA ST
(34.16555244, -118.34502102)"
91505-2831,BURBANK    ,2480011015,2016,2530,2480-011-015,820 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,1100,Commercial,Store, ,One Story,1,1953,1953,5050,0,0,2,20070330,565884.0,2007,396117.0,2007,962001.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,962001.0,0.0,962001.0, ,24,24632,TRACT # 7897 EX OF ALLEY LOT   43,820, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480011015,34.16528108,-118.34538957,"HOLLYWOOD WAY
(34.16528108, -118.34538957)"
91505-2924,BURBANK    ,2480011016,2016,2530,2480-011-016,821 N CORDOVA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1926,1926,1092,2,1,1,20040929,163873.0,1995,127311.0,1995,291184.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,291184.0,7000.0,284184.0, ,3,3183,TRACT # 7897 LOT   44,821, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480011016,34.16542534,-118.34495924,"CORDOVA ST
(34.16542534, -118.34495924)"
91505-2831,BURBANK    ,2480011017,2016,2530,2480-011-017,818 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,1100,Commercial,Store, ,One Story,1,1955,1955,1863,0,0,1,20091112,26963.0,1979,38050.0,1979,65013.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,65013.0,0.0,65013.0, ,24,24632,TRACT # 7897 NW 23 FT EX OF ALLEY OF LOT   45,818, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480011017,34.16518919,-118.34534232,"HOLLYWOOD WAY
(34.16518919, -118.34534232)"
91505-2831,BURBANK    ,2480011018,2016,2530,2480-011-018,816 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,1100,Commercial,Store, ,One Story,1,1954,1954,1863,0,0,1,20091112,26963.0,1979,39964.0,1979,66927.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,66927.0,0.0,66927.0, ,24,24632,TRACT # 7897 SE 23 FT EX OF ALLEY OF LOT   45,816, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480011018,34.16512857,-118.34531558,"HOLLYWOOD WAY
(34.16512857, -118.34531558)"
91505-2924,BURBANK    ,2480011019,2016,2530,2480-011-019,817 N CORDOVA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1940,1941,1226,3,1,1,20091103,418933.0,2010,146985.0,2010,565918.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,565918.0,7000.0,558918.0, ,3,3183,TRACT # 7897 LOT   46,817, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480011019,34.16530193,-118.34490139,"CORDOVA ST
(34.16530193, -118.34490139)"
91505-2831,BURBANK    ,2480011020,2016,2530,2480-011-020,814 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,1900,Commercial,Professional Building, ,One Story,1,1949,1956,1560,0,0,0,20080306,277037.0,2002,191484.0,2002,468521.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,468521.0,0.0,468521.0, ,24,24632,TRACT NO 7897 EX OF ALLEY LOT   47,814, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480011020,34.16503901,-118.34527334,"HOLLYWOOD WAY
(34.16503901, -118.34527334)"
91505-2924,BURBANK    ,2480011021,2016,2530,2480-011-021,813 N CORDOVA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1926,1926,1065,2,1,1,20130423,264756.0,2001,141283.0,2001,406039.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,406039.0,0.0,406039.0, ,3,3183,TRACT # 7897 LOT   48,813, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480011021,34.16518227,-118.34484059,"CORDOVA ST
(34.16518227, -118.34484059)"
91505-2831,BURBANK    ,2480011022,2016,2530,2480-011-022,800 N HOLLYWOOD WAY  BURBANK CA  91505,C/I,2500,Commercial,Service Station,Full Service,No Additional Services,1,1967,1967,1566,0,0,1,20130422,946614.0,2013,145631.0,2013,1092245.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1092245.0,0.0,1092245.0, ,24,24600,TRACT NO 7897  (EX OF ST) LOT 49 AND ALL OF LOT   50,800, ,N,HOLLYWOOD WAY, ,BURBANK CA,91505.0,20162480011022,34.16476731,-118.34515159,"HOLLYWOOD WAY
(34.16476731, -118.34515159)"
91505-2935,BURBANK    ,2480011023,2016,2530,2480-011-023,3615 W CLARK AVE  BURBANK CA  91505,R-I,0500,Residential,Five or More Units or Apartments (Any Combination),4 Stories or Less, ,1,1928,1928,6736,8,8,8,19921117,451067.0,1993,193307.0,1993,644374.0,0.0,0.0,0.0,0.0,4175.0,0.0,Y,648549.0,0.0,648549.0, ,3,3414,TRACT # 7897 LOT   51,3615, ,W,CLARK AVE, ,BURBANK CA,91505.0,20162480011023,34.16484455,-118.34491277,"CLARK AVE
(34.16484455, -118.34491277)"
91505-2943,BURBANK    ,2480011024,2016,2530,2480-011-024,3605 W CLARK AVE  BURBANK CA  91505,R-I,0400,Residential,Four Units  (Any Combination),4 Stories or Less, ,1,1944,1944,2168,4,4,4,20130415,220989.0,1987,63500.0,1987,284489.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,284489.0,0.0,284489.0, ,3,3414,TRACT # 7897 LOT   52,3605, ,W,CLARK AVE, ,BURBANK CA,91505.0,20162480011024,34.16489251,-118.34476218,"CLARK AVE
(34.16489251, -118.34476218)"
91505-2924,BURBANK    ,2480011025,2016,2530,2480-011-025,803 N CORDOVA ST  BURBANK CA  91505,R-I,0300,Residential,Three Units (Any Combination),4 Stories or Less, ,2,1938,1950,2383,6,3,3,20130415,242431.0,1987,66134.0,1987,308565.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,308565.0,0.0,308565.0, ,3,3414,TRACT # 7897 LOT   53,803, ,N,CORDOVA ST, ,BURBANK CA,91505.0,20162480011025,34.16494455,-118.34459926,"CORDOVA ST
(34.16494455, -118.34459926)"
